score,split,max_inner,max_outer,rank,rho,tol
0.011359273942887655,3,100,20,10,5.0,0.0
3.5251593111636307e-06,3,100,20,11,0.5,0.0
3.661876858676826e-06,3,100,20,11,1.0,0.0
0.0011765685323219773,3,100,20,11,3.0,0.0
0.01232600954077353,3,100,20,11,5.0,0.0
2.7595343474509724e-06,3,100,20,12,0.5,0.0
1.7476905348779867e-06,3,100,20,12,1.0,0.0
0.0014381393006697443,3,100,20,12,3.0,0.0
0.014889529937881417,3,100,20,12,5.0,0.0
0.0018136674592340739,3,100,30,8,0.5,0.0
0.0015803015044130867,3,100,30,8,1.0,0.0
0.0016983874469257245,3,100,30,8,3.0,0.0
0.00255847081216833,3,100,30,8,5.0,0.0
0.0007855850710805516,3,100,30,9,0.5,0.0
0.0007250074562469061,3,100,30,9,1.0,0.0
0.0008579623598566356,3,100,30,9,3.0,0.0
0.0017574216746641576,3,100,30,9,5.0,0.0
2.3199125667681865e-06,3,100,30,10,0.5,0.0
1.1947768549147811e-05,3,100,30,10,1.0,0.0
4.366311084794123e-05,3,100,30,10,3.0,0.0
0.001806332525816559,3,100,30,10,5.0,0.0
2.580502985784149e-06,3,100,30,11,0.5,0.0
2.354630638961947e-06,3,100,30,11,1.0,0.0
7.879910787075381e-05,3,100,30,11,3.0,0.0
0.002183133076001475,3,100,30,11,5.0,0.0
1.8862555874861368e-06,3,100,30,12,0.5,0.0
8.471233322645263e-07,3,100,30,12,1.0,0.0
0.00012903209718882096,3,100,30,12,3.0,0.0
0.0025193440571127483,3,100,30,12,5.0,0.0
0.0016602574780765836,4,50,10,8,0.5,0.0
0.0016667836840933198,4,50,10,8,1.0,0.0
0.020584920179041295,4,50,10,8,3.0,0.0
0.0768404154505609,4,50,10,8,5.0,0.0
0.0008580870269343199,4,50,10,9,0.5,0.0
0.0008116726150874696,4,50,10,9,1.0,0.0
0.020631501601499697,4,50,10,9,3.0,0.0
0.0784268101872313,4,50,10,9,5.0,0.0
4.762932387080465e-05,4,50,10,10,0.5,0.0
6.990197042223921e-05,4,50,10,10,1.0,0.0
0.02300521991439296,4,50,10,10,3.0,0.0
0.08394219519978331,4,50,10,10,5.0,0.0
2.3073082071116146e-05,4,50,10,11,0.5,0.0
3.970781604756333e-05,4,50,10,11,1.0,0.0
0.0241543386009103,4,50,10,11,3.0,0.0
0.08811268981676774,4,50,10,11,5.0,0.0
7.058961578386631e-06,4,50,10,12,0.5,0.0
4.5424634088069124e-05,4,50,10,12,1.0,0.0
0.02694476426133059,4,50,10,12,3.0,0.0
0.09464643867012934,4,50,10,12,5.0,0.0
0.002113007056318999,4,50,20,8,0.5,0.0
0.0016216258549384206,4,50,20,8,1.0,0.0
0.0023175037396008925,4,50,20,8,3.0,0.0
0.009520530548940217,4,50,20,8,5.0,0.0
0.0008064723070426031,4,50,20,9,0.5,0.0
0.0007695437721021144,4,50,20,9,1.0,0.0
0.001345780709866717,4,50,20,9,3.0,0.0
0.009020345843992323,4,50,20,9,5.0,0.0
1.916155909350679e-05,4,50,20,10,0.5,0.0
1.9875682042071165e-05,4,50,20,10,1.0,0.0
0.0006939487380539743,4,50,20,10,3.0,0.0
0.01007039838587863,4,50,20,10,5.0,0.0
9.810820317718154e-06,4,50,20,11,0.5,0.0
1.0561568239177303e-05,4,50,20,11,1.0,0.0
0.0008790822721342268,4,50,20,11,3.0,0.0
0.010995329579919179,4,50,20,11,5.0,0.0
2.0801397534522532e-06,4,50,20,12,0.5,0.0
1.4228564525551902e-05,4,50,20,12,1.0,0.0
0.0010718303688408615,4,50,20,12,3.0,0.0
0.012361027615938576,4,50,20,12,5.0,0.0
0.0022887773381858947,4,50,30,8,0.5,0.0
0.0016141053148872504,4,50,30,8,1.0,0.0
0.0017402159257847514,4,50,30,8,3.0,0.0
0.00297452145367127,4,50,30,8,5.0,0.0
0.0008355102833588199,4,50,30,9,0.5,0.0
0.00076208322139878,4,50,30,9,1.0,0.0
0.0008005529913292705,4,50,30,9,3.0,0.0
0.0018767579586103046,4,50,30,9,5.0,0.0
1.2575800922824275e-05,4,50,30,10,0.5,0.0
1.4954155578899155e-05,4,50,30,10,1.0,0.0
8.008168500615715e-05,4,50,30,10,3.0,0.0
0.0011978005562324331,4,50,30,10,5.0,0.0
6.687227326020398e-06,4,50,30,11,0.5,0.0
